record_id,evidence_date,evidence_date_descriptive,large_area,small_area,scientific_name,common_name,id_quality,evidence_type,collision_evidence,strike_result,other_info,vessel_type,scientific_name_clean,species_status,species_analysis_name,id_quality_clean,analysis_confidence,evidence_type_clean,evidence_context,strike_result_clean,outcome_known,fatal_outcome,fatal_label,vessel_type_clean,vessel_category,large_area_clean,ocean_basin,date_description_clean,date_precision,year_start,year_end,analysis_year,year_source,analysis_decade,include_species_frequency,include_species_fatality,include_confirmed_species,include_vessel_outcome,include_region_outcome
42,1973-04-06T00:00:00Z,NA,Atlantic Ocean - Mediterranean Sea,"Gulf of Lions, France",Balaenoptera physalus,fin whale,Confirmed,Collision,NA,Death,"Panigada et al. 2006. Male 17.25m fin whale, Gulf of Genova, museum specimen",NA,Balaenoptera physalus,Identified to species,Balaenoptera physalus,Confirmed,Confirmed identification,Collision,Reported collision,Death,TRUE,1,Fatal,Unknown,Unknown,Atlantic Ocean - Mediterranean Sea,Atlantic Ocean,NA,Exact date,1973,1973,1973,Exact date,1970s,TRUE,TRUE,TRUE,FALSE,TRUE
43,NA,February 1960,Pacific Ocean - South,"West of Cape Reinga, North Island, New Zealand",Unidentified cetacean,NA,Indeterminate,Collision,"""A large school of whales crossed ahead of the vessel. The vessel’s propeller struck a whale causing the vessel to shudder and the engine speed to slow noticeably"". (Laist et al. 2001)",Severe external visible injury,"Unidentified whale injured by propeller, New Zealand. Data held by the Marine Mammal Commission, Bethesda, Maryland, USA, cited by Laist et al. (2001)",NA,Unidentified cetacean,Unidentified cetacean,NA,Indeterminate,Not confirmed or missing,Collision,Reported collision,Severe injury,TRUE,0,Non-fatal known outcome,Unknown,Unknown,Pacific Ocean - South,Pacific Ocean,february 1960,Descriptive year,1960,1960,1960,Descriptive date,1960s,FALSE,FALSE,FALSE,FALSE,TRUE
44,NA,September 1961,Atlantic Ocean - Caribbean Sea,Unknown,Unidentified cetacean,NA,Unconfirmed,Collision,"At about 1500 a whale was sighted lying at the surface just prior to the collision in a light sea and good visibility. (Laist et al., 2001)",Severe external visible injury,"Unidentified whale struck by cargo vessel in Caribbean Sea. Data held by the Marine Mammal Commission, Bethesda, Maryland, USA, cited by Laist et al. (2001)",General cargo,Unidentified cetacean,Unidentified cetacean,NA,Unconfirmed,Not confirmed or missing,Collision,Reported collision,Severe injury,TRUE,0,Non-fatal known outcome,General cargo,Cargo or tanker,Atlantic Ocean - Caribbean Sea,Atlantic Ocean,september 1961,Descriptive year,1961,1961,1961,Descriptive date,1960s,FALSE,FALSE,FALSE,TRUE,TRUE
45,NA,1963,Pacific Ocean - South,Unknown,Unidentified cetacean,NA,Indeterminate,Collision,"""A whale thought to be surfacing in front of the vessel was struck. A small amount of blood was seen in the water; the whale appeared to swim away slowly"" Laist et al. (2001)",Severe external visible injury,"Unidentified whale struck in Equatorial Pacific. Data held by the Marine Mammal Commission, Bethesda, Maryland, USA, cited by Laist et al. (2001)",Passenger vessel,Unidentified cetacean,Unidentified cetacean,NA,Indeterminate,Not confirmed or missing,Collision,Reported collision,Severe injury,TRUE,0,Non-fatal known outcome,Passenger vessel,Passenger or ferry,Pacific Ocean - South,Pacific Ocean,1963,Descriptive year,1963,1963,1963,Descriptive date,1960s,FALSE,FALSE,FALSE,TRUE,TRUE
46,1965-11-29T00:00:00Z,NA,Pacific Ocean - North,"200 km off San Francisco, California, USA",Physeter macrocephalus,sperm whale,Confirmed,Collision,"While on a whale-marking research cruise amid a harem school of about 50 sperm whales, when a mother-calf pair was aproached by vessel, mother was struck while calf was swiming alongside the ship. (Laist et al. 2001)",Apparently minor external injury,"Sperm whale struck by whale research (?) boat, off San Francisco, CA. USA. Data held by the Marine Mammal Commission, Bethesda, Maryland, USA, cited by Laist et al. (2001)",Whale catcher boat,Physeter macrocephalus,Identified to species,Physeter macrocephalus,Confirmed,Confirmed identification,Collision,Reported collision,Minor injury,TRUE,0,Non-fatal known outcome,Whale catcher boat,Fishing or whaling,Pacific Ocean - North,Pacific Ocean,NA,Exact date,1965,1965,1965,Exact date,1960s,TRUE,TRUE,TRUE,TRUE,TRUE
47,NA,"July 1967, after dark",Atlantic Ocean - North,"South of Halifax, Nova Scotia, Canada",NA,Unidentified large whale,Indeterminate,Collision,Visual observation of a whale on bow. Laist et al (2001),Death,"Unidentified whale stuck on the bow of a US Navy cruiser at south Halifax. Animal removed at sea. Data held by the Marine Mammal Commission, Bethesda, Maryland, USA, cited by Laist et al. (2001)The ship had to be stopped and backed down to remove the whal",Naval vessel,NA,Missing scientific name,NA,Indeterminate,Not confirmed or missing,Collision,Reported collision,Death,TRUE,1,Fatal,Naval vessel,Government or naval,Atlantic Ocean - North,Atlantic Ocean,"july 1967, after dark",Descriptive year,1967,1967,1967,Descriptive date,1960s,FALSE,FALSE,FALSE,TRUE,TRUE
48,1974-04-23T00:00:00Z,NA,Pacific Ocean - North,"2 km of Baja Peninsula, Baja California, USA",NA,Unidentified large whale,Indeterminate,Collision,"""A large whale surfaced at the stern with deep propeller gashes down the mid section. A large pool of bloody water soon formed"". (Laist et al., 2001)",Severe external visible injury,"Probably gray whale injured by propellers of a motor yatch, Baja Peninsula, Mexico. Data held by the Marine Mammal Commission, Bethesda, Maryland, USA, cited by Laist et al. (2001)It was thought the whale must have come up directly under the boat because",Sailing yacht (<25m),NA,Missing scientific name,NA,Indeterminate,Not confirmed or missing,Collision,Reported collision,Severe injury,TRUE,0,Non-fatal known outcome,Sailing yacht (<25m),Recreational or small craft,Pacific Ocean - North,Pacific Ocean,NA,Exact date,1974,1974,1974,Exact date,1970s,FALSE,FALSE,FALSE,TRUE,TRUE
49,1973-08-30T00:00:00Z,August 1973,Atlantic Ocean - Mediterranean Sea,"Ligurian Sea, Corsica",Balaenoptera physalus,fin whale,Confirmed,Collision,On bow,Death,Panigada et al. 2006. Fin whale on bow car-ferry 'Corse',Ferry,Balaenoptera physalus,Identified to species,Balaenoptera physalus,Confirmed,Confirmed identification,Collision,Reported collision,Death,TRUE,1,Fatal,Ferry,Passenger or ferry,Atlantic Ocean - Mediterranean Sea,Atlantic Ocean,august 1973,Exact date,1973,1973,1973,Exact date,1970s,TRUE,TRUE,TRUE,TRUE,TRUE
50,1976-04-03T00:00:00Z,NA,Atlantic Ocean - Mediterranean Sea,"Var, France",Balaenoptera physalus,fin whale,NA,Collision,On bow,Death,"Panigada et al. 2006. 14.3 m male fin whale on bow of merchant ship (no name), internal lesions, April 1976",NA,Balaenoptera physalus,Identified to species,Balaenoptera physalus,Missing,Not confirmed or missing,Collision,Reported collision,Death,TRUE,1,Fatal,Unknown,Unknown,Atlantic Ocean - Mediterranean Sea,Atlantic Ocean,NA,Exact date,1976,1976,1976,Exact date,1970s,TRUE,TRUE,FALSE,FALSE,TRUE
51,NA,Late 1974,Pacific Ocean - South,"Cook Strait, New Zealand",Unidentified cetacean,NA,Indeterminate,Collision,"""The twin screw ferry struck and possibly killed a whale. Blood was noticed in the water after the vessel passed."" Laist et al. (2001)",Severe external visible injury,"Unknown whale struck by twin screw ferry, New Zealand. Data held by the Marine Mammal Commission, Bethesda, Maryland, USA, cited by Laist et al. (2001)",Ferry,Unidentified cetacean,Unidentified cetacean,NA,Indeterminate,Not confirmed or missing,Collision,Reported collision,Severe injury,TRUE,0,Non-fatal known outcome,Ferry,Passenger or ferry,Pacific Ocean - South,Pacific Ocean,late 1974,Descriptive year,1974,1974,1974,Descriptive date,1970s,FALSE,FALSE,FALSE,TRUE,TRUE
52,1975-01-22T00:00:00Z,NA,Pacific Ocean - North,"Off Pt. Loma, California, USA",Eschrichtius robustus,gray whale,Confirmed,Collision,The ship hit a whale while foil-borne returning to San Diego. The vessel came to a dead stop within about 30 m. (Laist et al. 2001),Death,"Gray whale killed by navy hydrofoil, California, USA. Data held by the Marine Mammal Commission, Bethesda, Maryland, USA, cited by Laist et al. (2001). The crew lost sight of the whale but the next day a dead whale with a severed tail stranded near the co",Hydrofoil,Eschrichtius robustus,Identified to species,Eschrichtius robustus,Confirmed,Confirmed identification,Collision,Reported collision,Death,TRUE,1,Fatal,Hydrofoil,Passenger or ferry,Pacific Ocean - North,Pacific Ocean,NA,Exact date,1975,1975,1975,Exact date,1970s,TRUE,TRUE,TRUE,TRUE,TRUE
53,1980-10-24T00:00:00Z,NA,Pacific Ocean - North,"64 Km west Ensenada, Baja California, USA",Balaenoptera musculus,blue whale,Confirmed,Collision,Upon entering Los Angeles harbour a dead whale floated to the surface near the ship. The crew was unaware of the collision until then.,Death,"Blue whale killed by tanker, Ensenada, Mexico. Data held by the Marine Mammal Commission, Bethesda, Maryland, USA, cited by Laist et al. (2001). Collision at sea, whale stuck on bow until approach Los Angeles habour, when it released from ship's bow",Oil Tanker,Balaenoptera musculus,Identified to species,Balaenoptera musculus,Confirmed,Confirmed identification,Collision,Reported collision,Death,TRUE,1,Fatal,Oil tanker,Cargo or tanker,Pacific Ocean - North,Pacific Ocean,NA,Exact date,1980,1980,1980,Exact date,1980s,TRUE,TRUE,TRUE,TRUE,TRUE
54,NA,August 1984,Atlantic Ocean - North,"Stellwagen Bank, Massachusetts , US East Coast",Balaenoptera physalus,fin whale,Confirmed,Collision,"At dusk while returning to port at full speed, a fin whale surfaced immediately in front of the vessel. (Laist et al., 2001)",Severe external visible injury,"Fin whale struck by whale watching vessel. Data held by the Marine Mammal Commission, Bethesda, Maryland, USA, cited by Laist et al. (2001)",Whale watching vessel,Balaenoptera physalus,Identified to species,Balaenoptera physalus,Confirmed,Confirmed identification,Collision,Reported collision,Severe injury,TRUE,0,Non-fatal known outcome,Whale-watching vessel,Research or whale-watching,Atlantic Ocean - North,Atlantic Ocean,august 1984,Descriptive year,1984,1984,1984,Descriptive date,1980s,TRUE,TRUE,TRUE,TRUE,TRUE
55,1967-09-10T00:00:00Z,NA,Atlantic Ocean - North,"Gaspé, approaching port, Québec, Canada",NA,Unidentified large whale,Unconfirmed,Collision,A flapping noise on the ship`s bow. A 15-18 m whale impaled on the bow (Laist et al. 2001),Death,"Unidentified whale killed by passenger ship, Quebec, Canada. Data held by the Marine Mammal Commission, Bethesda, Maryland, USA, cited by Laist et al. (2001). Whale removed from bow using reverse thrust.",Passenger vessel,NA,Missing scientific name,NA,Unconfirmed,Not confirmed or missing,Collision,Reported collision,Death,TRUE,1,Fatal,Passenger vessel,Passenger or ferry,Atlantic Ocean - North,Atlantic Ocean,NA,Exact date,1967,1967,1967,Exact date,1960s,FALSE,FALSE,FALSE,TRUE,TRUE
56,NA,March 1972,Pacific Ocean - North,"Las Perlas Islands, Panama",NA,Unidentified small whale,Indeterminate,Collision,"""...while running at top speed, a small whale surfaced directly in front of the boat. The boat struck the whale and went right over the animal breaking off the tow ring fitting in the animal’s flesh."" (Laist et al. 2001)",Severe external visible injury,"Unknown whale struck by Boston whaler. Data held by the Marine Mammal Commission, Bethesda, Maryland, USA, cited by Laist et al. (2001)",Motor yacht (<25m),NA,Missing scientific name,NA,Indeterminate,Not confirmed or missing,Collision,Reported collision,Severe injury,TRUE,0,Non-fatal known outcome,Motor yacht (<25m),Recreational or small craft,Pacific Ocean - North,Pacific Ocean,march 1972,Descriptive year,1972,1972,1972,Descriptive date,1970s,FALSE,FALSE,FALSE,TRUE,TRUE
57,NA,Between November 1972 and February 1973,Atlantic Ocean - North,"97 km off Boston, Massachusetts, USA",NA,Unidentified small whale,Indeterminate,Collision,The crew of the harbour pilot boat noticed a whale lying across the ship’s bulbous bow.,Death,"Probable northern right whale stuck on bow before arrival at Boston, USA. Data held by the Marine Mammal Commission, Bethesda, Maryland, USA, cited by Laist et al. (2001). Approximate position. Reverse engine thrust was used to remove the whale from the b",Not known,NA,Missing scientific name,NA,Indeterminate,Not confirmed or missing,Collision,Reported collision,Death,TRUE,1,Fatal,Unknown,Unknown,Atlantic Ocean - North,Atlantic Ocean,between november 1972 and february 1973,Date range,1972,1973,NA,No single usable year,NA,FALSE,FALSE,FALSE,FALSE,TRUE
58,NA,October 1973,Indian Ocean,Bengal Bay,NA,Unidentified large whale,Indeterminate,Collision,"The vessel struck and killed an unidentified large whale (Laist et al, 2001)",Death,"Unknown whale killed by destroyer, Indian Ocean. Data held by the Marine Mammal Commission, Bethesda, Maryland, USA, cited by Laist et al. (2001)",Naval vessel,NA,Missing scientific name,NA,Indeterminate,Not confirmed or missing,Collision,Reported collision,Death,TRUE,1,Fatal,Naval vessel,Government or naval,Indian Ocean,Indian Ocean,october 1973,Descriptive year,1973,1973,1973,Descriptive date,1970s,FALSE,FALSE,FALSE,TRUE,TRUE
59,1973-12-26T00:00:00Z,NA,Pacific Ocean - North,"Strait of Georgia, British Columbia, Canada",Orcinus orca,killer whale,Confirmed,Collision,"A crunch was heard at the ship’s stern and blood was seen in the wake. A bull, a cow, and two calf killer whales surfaced off the stern and the ship circled back to within a few feet of the whales. One calf bleeding.",Severe external visible injury,"Killer whale struck by ferry, British Columbia, Canada. Ford et al. (1994) cited by Laist et al. (2001). The ship stayed with the animals for 10-15 min before leaving. No position available.",NA,Orcinus orca,Identified to species,Orcinus orca,Confirmed,Confirmed identification,Collision,Reported collision,Severe injury,TRUE,0,Non-fatal known outcome,Unknown,Unknown,Pacific Ocean - North,Pacific Ocean,NA,Exact date,1973,1973,1973,Exact date,1970s,TRUE,TRUE,TRUE,FALSE,TRUE
60,1984-10-16T00:00:00Z,NA,Indian Ocean,"East London Harbour, South Africa",Eubalaena australis,southern right whale,Confirmed,Collision,"A cow-calf pair suddenly surfaced directly in front of the dredger as it passed the breakwater. The calf took the full brunt of the impact and as the vessel passed over it, the calf was struck by the propeller. (Laist et al. 2001)",Death,"Southern right whale calf killed by dredger, South Africa. Best et al. (2001), cited by Laist et al. (2001)",Hopper dredge,Eubalaena australis,Identified to species,Eubalaena australis,Confirmed,Confirmed identification,Collision,Reported collision,Death,TRUE,1,Fatal,Hopper dredge,Other or industrial,Indian Ocean,Indian Ocean,NA,Exact date,1984,1984,1984,Exact date,1980s,TRUE,TRUE,TRUE,TRUE,TRUE
61,1985-01-24T00:00:00Z,NA,Pacific Ocean - North,"Off Southern California, USA",NA,Unidentified large whale,Indeterminate,Collision,Crew on the fantail/flight deck noted a large pool of blood astern and the back and tail of a large whale. (Laist et al. 2001),Severe external visible injury,"Unknown large whale hit by Navy frigate, California, USA. Laist et al. (2001)",Naval vessel,NA,Missing scientific name,NA,Indeterminate,Not confirmed or missing,Collision,Reported collision,Severe injury,TRUE,0,Non-fatal known outcome,Naval vessel,Government or naval,Pacific Ocean - North,Pacific Ocean,NA,Exact date,1985,1985,1985,Exact date,1980s,FALSE,FALSE,FALSE,TRUE,TRUE
62,1988-05-03T00:00:00Z,NA,Pacific Ocean - North,"Off Los Angeles, southern California, USA",Eschrichtius robustus,gray whale,Confirmed,Collision,"The whales seemed unaware of the approaching ship until it was about 30 m away when the pod suddenly increased speed and dived to avoid the ship. The last whale to dive was hit. Heynning and Dahleim, cited by Laist et al. (2001)",Not known,"Gray whale struck by tanker, Los Angeles, USA. Heyning and Dahlheim cited by Laist et al. (2001)",Oil Tanker,Eschrichtius robustus,Identified to species,Eschrichtius robustus,Confirmed,Confirmed identification,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Oil tanker,Cargo or tanker,Pacific Ocean - North,Pacific Ocean,NA,Exact date,1988,1988,1988,Exact date,1980s,TRUE,FALSE,TRUE,FALSE,FALSE
63,1998-07-09T00:00:00Z,NA,Indian Ocean,"7 km off Port Elizabeth harbour, South Africa",Eubalaena australis,southern right whale,Confirmed,Collision,"9 whales were seen ahead of the vessel crossing the bow. They failed to dive, an impact with at least one animal was felt, and blood was seen in the water immediately thereafter behind the ship. Two whales stranded nearby 3 days later (Laist et al. 2001)",Death,"Southern right whale struk by ferry, South Africa. Best el al. (2001) cited by Laist et al. (2001)",Ferry (displacement hull > 300grt),Eubalaena australis,Identified to species,Eubalaena australis,Confirmed,Confirmed identification,Collision,Reported collision,Death,TRUE,1,Fatal,Ferry (displacement hull > 300grt),Passenger or ferry,Indian Ocean,Indian Ocean,NA,Exact date,1998,1998,1998,Exact date,1990s,TRUE,TRUE,TRUE,TRUE,TRUE
64,1991-04-16T00:00:00Z,NA,Atlantic Ocean - North,"Off Key West, southern Florida, USA",Unidentified cetacean,NA,Unconfirmed,Collision,The ship struck a whale causing a rapid jolt which threw the crew forward. (Laist et al. 2001),Not known,"Unknown whale struck by hydrofoil, Key West, USA. Laist et al. (2001). Approximate position",Hydrofoil,Unidentified cetacean,Unidentified cetacean,NA,Unconfirmed,Not confirmed or missing,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Hydrofoil,Passenger or ferry,Atlantic Ocean - North,Atlantic Ocean,NA,Exact date,1991,1991,1991,Exact date,1990s,FALSE,FALSE,FALSE,FALSE,FALSE
65,1991-06-07T00:00:00Z,NA,Atlantic Ocean - North,"Delaware Bay, US East Coast",NA,Unidentified large whale,Indeterminate,Collision,"Two large whales, possibly sperm or right whales, were seen by the bridge watch surfacing 46 m ahead crossing the bow. They dived quickly. A few seconds later the ship vibrated and the engine was disengaged.(Laist et al., 2001) (U.S. Coast Guard 1991)",Death,"Unknown whale killed by Coastguard cutter, Delaware Bay, USA. Laist et al. (2001), US Coast Guard, 1991. Possibly sperm or right whales",Motor yacht (>25m),NA,Missing scientific name,NA,Indeterminate,Not confirmed or missing,Collision,Reported collision,Death,TRUE,1,Fatal,Motor yacht (>25m),Recreational or small craft,Atlantic Ocean - North,Atlantic Ocean,NA,Exact date,1991,1991,1991,Exact date,1990s,FALSE,FALSE,FALSE,TRUE,TRUE
